id,job_title,location,salary_currency,career_level,experience_level,education_level,employment_type,job_function,company_process_time,company_size,company_industry,salary,experience_years,experience_group,range_gaji,median_salary_by_level,salary_competitiveness_index,median_salary_by_location,salary_vs_location
17236,Sales Officer,Banjarmasin,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",3 days,1- 50 pekerja,Akunting / Audit / Layanan Pajak,4700000.0,1,0-1,2 - 5 juta,4700000.0,100.0,6000000.0,78.33
17244,Senior Database Engineer (DE),Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",3 days,51 - 200 pekerja,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",6750000.0,2,2-3,5 - 10 juta,6000000.0,112.5,6750000.0,100.0
17248,Cook,Jakarta Selatan,IDR,Supervisor/Koordinator,3 tahun,SMA/SMK,Kontrak,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",28 days,1- 50 pekerja,Makanan & Minuman/Katering/Restoran,3750000.0,3,2-3,2 - 5 juta,6000000.0,62.5,7100000.0,52.82
17276,Area Sales Supervisor,Cikarang,IDR,Supervisor/Koordinator,1 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",18 days,201 - 500 pekerja,Pelayanan Arsitek/Desain Interior,6000000.0,1,0-1,5 - 10 juta,4700000.0,127.66,6250000.0,96.0
17331,Test Manager,Jakarta Selatan,IDR,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",2 days,201 - 500 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),22500000.0,5,4-5,> 20 juta,10500000.0,214.29,7100000.0,316.9
17340,Sales Admin (Internship),Jakarta Barat,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,0 tahun,Diploma (D3/D4),Magang,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",28 days,1001 - 2000 pekerja,Produk Konsumen/Barang konsumen yang bergerak cepat,3900000.0,0,0-1,2 - 5 juta,4700000.0,82.98,6000000.0,65.0
17345,Telesales/Telemarketing - Jabodetabek - Solo - Surabaya - Palembang,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Telesales/Telemarketing",14 days,51 - 200 pekerja,Konstruksi/Bangunan/Teknik,4000000.0,2,2-3,2 - 5 juta,6000000.0,66.67,6750000.0,59.26
17359,Content Creator for digital marketing,Cikarang,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Tidak Terspesifikasi,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",25 days,51 - 200 pekerja,Manufaktur/Produksi,4800000.0,2,2-3,2 - 5 juta,6000000.0,80.0,6250000.0,76.8
17365,Live Content Monitoring,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),0 tahun,Sarjana (S1),Penuh Waktu,"Manufaktur,Penjaminan Kualitas / QA",1 day,51 - 200 pekerja,Hiburan/Media,6250000.0,0,0-1,5 - 10 juta,4700000.0,132.98,6750000.0,92.59
17371,Finance Accounting & Tax,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",7 days,1- 50 pekerja,Makanan & Minuman/Katering/Restoran,9000000.0,3,2-3,5 - 10 juta,6000000.0,150.0,6750000.0,133.33
17373,Marketing Administrator (Mandarin),Tangerang,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,SMA/SMK,Kontrak,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",25 days,1- 50 pekerja,Properti/Real Estate,7200000.0,1,0-1,5 - 10 juta,4700000.0,153.19,5500000.0,130.91
17374,General work/ office cleaner,Banten,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,SMA/SMK,Penuh Waktu,"Lainnya,Pekerjaan Umum",20 days,1- 50 pekerja,Umum & Grosir,2750000.0,2,2-3,2 - 5 juta,6000000.0,45.83,5000000.0,55.0
17378,Admin Creative,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Kontrak,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",27 days,51 - 200 pekerja,Retail/Merchandise,4250000.0,1,0-1,2 - 5 juta,4700000.0,90.43,6750000.0,62.96
17385,Sales Project Interior,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Bangunan/Konstruksi,Arsitek/Desain Interior",26 days,1- 50 pekerja,Umum & Grosir,8500000.0,2,2-3,5 - 10 juta,6000000.0,141.67,7100000.0,119.72
17391,BANCASSURANCE SPECIALIST - PADANG,Riau,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,0 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",7 days,2001 - 5000 pekerja,Asuransi,3325000.0,0,0-1,2 - 5 juta,4700000.0,70.74,4000000.0,83.12
17395,React Developer,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak Terspesifikasi,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",24 days,1- 50 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),12000000.0,1,0-1,10 - 20 juta,4700000.0,255.32,6750000.0,177.78
17402,Waiters,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,SMA/SMK,Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",5 days,1- 50 pekerja,Makanan & Minuman/Katering/Restoran,2100000.0,2,2-3,2 - 5 juta,6000000.0,35.0,6750000.0,31.11
17411,Product Development Admin,Jakarta Pusat,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak Terspesifikasi,Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",27 days,1- 50 pekerja,Retail/Merchandise,4700000.0,1,0-1,2 - 5 juta,4700000.0,100.0,6000000.0,78.33
17414,MT IT Software Engineer (Programmer),Karawang,IDR,Supervisor/Koordinator,1 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",22 days,2001 - 5000 pekerja,Manufaktur/Produksi,9460000.0,1,0-1,5 - 10 juta,4700000.0,201.28,7250000.0,130.48
17418,Telesales Online,Yogyakarta,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Tidak Terspesifikasi,Penuh Waktu,"Penjualan / Pemasaran,Telesales/Telemarketing",30 days,1- 50 pekerja,Kesehatan/Medis,2250000.0,2,2-3,2 - 5 juta,6000000.0,37.5,3875000.0,58.06
17420,Legal & Compliance Assistant Manager,Jawa Barat,IDR,Manajer/Asisten Manajer,10 tahun,Sarjana (S1),Penuh Waktu,"Pelayanan,Pengacara / Asisten Legal",29 days,201 - 500 pekerja,Manufaktur/Produksi,18000000.0,10,6-10,10 - 20 juta,17500000.0,102.86,5000000.0,360.0
17429,Security Engineer,Bandung,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,0 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",28 days,51 - 200 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),4750000.0,0,0-1,2 - 5 juta,4700000.0,101.06,5000000.0,95.0
17433,Cleaning Service / Housekeeping,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak Terspesifikasi,Penuh Waktu,"Lainnya,Pekerjaan Umum",29 days,Lebih dari 5000 pekerja,Konstruksi/Bangunan/Teknik,4529025.0,1,0-1,2 - 5 juta,4700000.0,96.36,7100000.0,63.79
17438,Head of IT Auditor,Jakarta Raya,IDR,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",30 days,201 - 500 pekerja,Perbankan/Pelayanan Keuangan,12000000.0,3,2-3,10 - 20 juta,6000000.0,200.0,6750000.0,177.78
17444,Brand Strategic,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Diploma (D3/D4),Kontrak,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",12 days,1- 50 pekerja,Retail/Merchandise,5720000.0,3,2-3,5 - 10 juta,6000000.0,95.33,6000000.0,95.33
17447,Product Owner,Jakarta Pusat,IDR,Manajer/Asisten Manajer,4 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",22 days,Lebih dari 5000 pekerja,Perbankan/Pelayanan Keuangan,20000000.0,4,4-5,> 20 juta,10500000.0,190.48,6000000.0,333.33
17451,Junior Associate Transfer Pricing (Taxation),Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Akuntansi / Keuangan,Audit & Pajak",27 days,1- 50 pekerja,Akunting / Audit / Layanan Pajak,5000000.0,2,2-3,5 - 10 juta,6000000.0,83.33,7100000.0,70.42
17459,Engineer Project Cost & Control,Bekasi,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak Terspesifikasi,Kontrak,"Teknik,Mekanikal",29 days,201 - 500 pekerja,Konstruksi/Bangunan/Teknik,4800000.0,1,0-1,2 - 5 juta,4700000.0,102.13,5400000.0,88.89
17461,Special Asset Management,Bandung,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),Penuh Waktu,"Akuntansi / Keuangan,Perbankan / Jasa Finansial ",22 days,51 - 200 pekerja,Perbankan/Pelayanan Keuangan,9600000.0,3,2-3,5 - 10 juta,6000000.0,160.0,5000000.0,192.0
17474,Sales Executive,Bengkulu,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",3 days,1- 50 pekerja,Akunting / Audit / Layanan Pajak,4700000.0,1,0-1,2 - 5 juta,4700000.0,100.0,3000000.0,156.67
17479,ADMIN (DOMISILI TEGAL - JAWA TENGAH),Tegal,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,SMA/SMK,Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",29 days,1- 50 pekerja,Konstruksi/Bangunan/Teknik,3000000.0,1,0-1,2 - 5 juta,4700000.0,63.83,3250000.0,92.31
17480,Beautician Therapist,Jakarta Utara,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,SMA/SMK,Penuh Waktu,"Pelayanan,Perawatan Pribadi",15 days,1- 50 pekerja,Kesehatan/Medis,4000000.0,1,0-1,2 - 5 juta,4700000.0,85.11,6000000.0,66.67
17482,Call center,Jakarta Pusat,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Tidak Terspesifikasi,Penuh Waktu,"Pelayanan,Layanan Pelanggan",27 days,51 - 200 pekerja,Automobil/Mesin Tambahan Automotif/Kendaraan,4250000.0,3,2-3,2 - 5 juta,6000000.0,70.83,6000000.0,70.83
17491,Nutritionist,Jepara,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Sains,Teknologi Makanan/Ahli Gizi",28 days,Lebih dari 5000 pekerja,Manufaktur/Produksi,3040000.0,1,0-1,2 - 5 juta,4700000.0,64.68,3040000.0,100.0
17492,Computer Graphic Designer,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",28 days,201 - 500 pekerja,Organisasi Nirlaba/Pelayanan Sosial/LSM,4200000.0,1,0-1,2 - 5 juta,4700000.0,89.36,7100000.0,59.15
17498,Digital Marketing,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",12 days,501 - 1000 pekerja,Umum & Grosir,5750000.0,1,0-1,5 - 10 juta,4700000.0,122.34,6750000.0,85.19
17535,"Sales Manager Logistic Supply Chain (Bandung, Yogyakarta, Semarang, Solo, Surabaya)",Jakarta Raya,IDR,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",24 days,501 - 1000 pekerja,Transportasi/Logistik,15000000.0,3,2-3,10 - 20 juta,6000000.0,250.0,6750000.0,222.22
17540,Civil Supervisor,Karawang,IDR,Supervisor/Koordinator,5 tahun,Diploma (D3/D4),Penuh Waktu,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",27 days,Lebih dari 5000 pekerja,Manufaktur/Produksi,10000000.0,5,4-5,10 - 20 juta,10500000.0,95.24,7250000.0,137.93
17541,Sales Marketing Skin Clinic,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Tidak Terspesifikasi,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",24 days,201 - 500 pekerja,Makanan & Minuman/Katering/Restoran,3500000.0,2,2-3,2 - 5 juta,6000000.0,58.33,6750000.0,51.85
17547,Senior Financial Advisor (Senior Bancassurance ) - JAKARTA SELATAN,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",27 days,501 - 1000 pekerja,Perbankan/Pelayanan Keuangan,4500000.0,2,2-3,2 - 5 juta,6000000.0,75.0,6750000.0,66.67
17553,SALES SUPERVISOR COSMETICS,Jakarta Barat,IDR,Supervisor/Koordinator,3 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",1 day,1- 50 pekerja,Perawatan/Kecantikan/Fitnes,7500000.0,3,2-3,5 - 10 juta,6000000.0,125.0,6000000.0,125.0
17557,Branch Manager- Manado,Manado,IDR,CEO/GM/Direktur/Manajer Senior,5 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",29 days,Lebih dari 5000 pekerja,Makanan & Minuman/Katering/Restoran,10000000.0,5,4-5,10 - 20 juta,10500000.0,95.24,3750000.0,266.67
17573,TERAPI WICARA DAN PERILAKU,Jakarta Timur,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Layanan Kesehatan,Praktisi/Asisten Medis",25 days,201 - 500 pekerja,Kesehatan/Medis,4500000.0,1,0-1,2 - 5 juta,4700000.0,95.74,6000000.0,75.0
17578,Driver Direksi / Operasional,Jawa Barat,IDR,Pegawai (non-manajemen & non-supervisor),5 tahun,SMA/SMK,Penuh Waktu,"Lainnya,Pekerjaan Umum",29 days,51 - 200 pekerja,Properti/Real Estate,4850000.0,5,4-5,2 - 5 juta,10500000.0,46.19,5000000.0,97.0
17580,Project Controller,Jakarta Utara,IDR,Supervisor/Koordinator,3 tahun,Sarjana (S1),Kontrak,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",9 days,1- 50 pekerja,Umum & Grosir,7200000.0,3,2-3,5 - 10 juta,6000000.0,120.0,6000000.0,120.0
17596,Account Manager (Area Jateng & Yogyakarta),Cilacap,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",29 days,Lebih dari 5000 pekerja,Manajemen/Konsulting HR,2450000.0,1,0-1,2 - 5 juta,4700000.0,52.13,2450000.0,100.0
17603,Android Developer,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",20 days,201 - 500 pekerja,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",11000000.0,1,0-1,10 - 20 juta,4700000.0,234.04,6750000.0,162.96
17612,KEPALA BAKER,Sidoarjo,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",27 days,51 - 200 pekerja,Makanan & Minuman/Katering/Restoran,5100000.0,2,2-3,5 - 10 juta,6000000.0,85.0,5100000.0,100.0
17628,Japanese Speaker HRGA Staff - Automotive Parts - Karawang (A-73700),Karawang,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",19 days,1- 50 pekerja,Manajemen/Konsulting HR,6500000.0,2,2-3,5 - 10 juta,6000000.0,108.33,7250000.0,89.66
17630,Head Of Research & Development Rubber Compounder,Jakarta Raya,IDR,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),Penuh Waktu,"Sains,Sains & Teknologi",17 days,51 - 200 pekerja,Umum & Grosir,15000000.0,3,2-3,10 - 20 juta,6000000.0,250.0,6750000.0,222.22
17635,IT Officer,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",24 days,201 - 500 pekerja,Perbankan/Pelayanan Keuangan,5520000.0,2,2-3,5 - 10 juta,6000000.0,92.0,6000000.0,92.0
17642,Product Manager,Jakarta Selatan,IDR,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",27 days,1- 50 pekerja,Konsultasi (Bisnis & Manajemen),12000000.0,3,2-3,10 - 20 juta,6000000.0,200.0,7100000.0,169.01
17653,MARKETING PERUSAHAAN (SALES REPRESENTATIVE),Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",27 days,201 - 500 pekerja,Manufaktur/Produksi,3100000.0,3,2-3,2 - 5 juta,6000000.0,51.67,7100000.0,43.66
17663,Maintenance Engineering,Bandung,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Diploma (D3/D4),Penuh Waktu,"Teknik,Mekanikal",13 days,2001 - 5000 pekerja,BioTeknologi/Farmasi/Riset klinik,6000000.0,1,0-1,5 - 10 juta,4700000.0,127.66,5000000.0,120.0
17665,Sales Motoris Area Cikarang Selatan / Serpong,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,SMA/SMK,Temporer,"Penjualan / Pemasaran,Penjualan Ritel",28 days,501 - 1000 pekerja,Manufaktur/Produksi,2500000.0,1,0-1,2 - 5 juta,4700000.0,53.19,6000000.0,41.67
17673,BPR IT Consultant - IT Consulting (A-59084),Jakarta Pusat,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Diploma (D3/D4),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",19 days,1- 50 pekerja,Manajemen/Konsulting HR,18750000.0,3,2-3,10 - 20 juta,6000000.0,312.5,6000000.0,312.5
17675,IT Tester,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Kontrak,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",21 days,201 - 500 pekerja,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",6000000.0,2,2-3,5 - 10 juta,6000000.0,100.0,6750000.0,88.89
17681,Sales Promotion Leader,Mataram,IDR,Supervisor/Koordinator,2 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Penjualan Ritel",29 days,51 - 200 pekerja,Pameran/Manajemen acara/PIKP,3800000.0,2,2-3,2 - 5 juta,6000000.0,63.33,3800000.0,100.0
17701,Sales Industri,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Telesales/Telemarketing",14 days,51 - 200 pekerja,Industri Berat/Mesin/Peralatan,5460000.0,1,0-1,5 - 10 juta,4700000.0,116.17,6750000.0,80.89
17704,Social Media Marketing,Banten,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",4 days,1- 50 pekerja,Retail/Merchandise,5400000.0,2,2-3,5 - 10 juta,6000000.0,90.0,5000000.0,108.0
17705,ASISTEN AGRONOMY,Kotawaringin Timur,IDR,Supervisor/Koordinator,3 tahun,Sarjana (S1),Penuh Waktu,"Sains,Pertanian",26 days,501 - 1000 pekerja,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,7000000.0,3,2-3,5 - 10 juta,6000000.0,116.67,3608842.5,193.97
17716,Regional Project Support,Makassar,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",29 days,501 - 1000 pekerja,Telekomunikasi,11500000.0,1,0-1,10 - 20 juta,4700000.0,244.68,4775000.0,240.84
17729,Sales Merchandiser,Medan,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Merchandising",29 days,1- 50 pekerja,Makanan & Minuman/Katering/Restoran,3750000.0,2,2-3,2 - 5 juta,6000000.0,62.5,4800000.0,78.12
17735,Sales Manager,Banten,IDR,Manajer/Asisten Manajer,3 tahun,Tidak Terspesifikasi,Kontrak,"Lainnya,Lainnya/Kategori tidak tersedia",21 days,51 - 200 pekerja,Hotel/Pariwisata,12000000.0,3,2-3,10 - 20 juta,6000000.0,200.0,5000000.0,240.0
17737,Accounting Staff,Surabaya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Diploma (D3/D4),Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",26 days,51 - 200 pekerja,Retail/Merchandise,4000000.0,2,2-3,2 - 5 juta,6000000.0,66.67,4700000.0,85.11
17756,Sales for Medical Devices,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",14 days,1- 50 pekerja,Kesehatan/Medis,7000000.0,3,2-3,5 - 10 juta,6000000.0,116.67,6750000.0,103.7
17774,Kepala Gudang di Cimanggis,Depok,IDR,Manajer/Asisten Manajer,2 tahun,Diploma (D3/D4),Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan",7 days,1001 - 2000 pekerja,Telekomunikasi,8000000.0,2,2-3,5 - 10 juta,6000000.0,133.33,4800000.0,166.67
17784,Management Trainee Credit Analys (CMTP) - Branch Palu,Sulawesi Tengah,IDR,Supervisor/Koordinator,0 tahun,Sarjana (S1),Penuh Waktu,"Sains,Aktuaria/Statistik",17 days,Lebih dari 5000 pekerja,Perbankan/Pelayanan Keuangan,3400000.0,0,0-1,2 - 5 juta,4700000.0,72.34,8500000.0,40.0
17789,Teknisi Mesin Digital Printing (Jakarta),Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,SMA/SMK,Penuh Waktu,"Manufaktur,Pemeliharaan",14 days,1- 50 pekerja,Percetakan/Penerbitan,4600000.0,2,2-3,2 - 5 juta,6000000.0,76.67,6000000.0,76.67
17800,HR & GA Staff,Semarang,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",20 days,501 - 1000 pekerja,Bahan Kimia/Pupuk/Pestisida,3500000.0,2,2-3,2 - 5 juta,6000000.0,58.33,4100000.0,85.37
17802,REGULATORY STAFF,Tangerang,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Manufaktur,Manufaktur",5 days,501 - 1000 pekerja,Manufaktur/Produksi,4650000.0,2,2-3,2 - 5 juta,6000000.0,77.5,5500000.0,84.55
17808,CONTENT CREATOR (BANJARMASIN),Banjarmasin,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak Terspesifikasi,Penuh Waktu,"Seni/Media/Komunikasi,Hubungan Masyarakat",9 days,1- 50 pekerja,Produk Konsumen/Barang konsumen yang bergerak cepat,3750000.0,1,0-1,2 - 5 juta,4700000.0,79.79,6000000.0,62.5
17810,Accounting Supervisor,Jakarta Raya,IDR,Supervisor/Koordinator,3 tahun,Sarjana (S1),Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",29 days,501 - 1000 pekerja,Kesehatan/Medis,9500000.0,3,2-3,5 - 10 juta,6000000.0,158.33,6750000.0,140.74
17818,Assistant Marketing Manager,Jakarta Raya,IDR,Manajer/Asisten Manajer,3 tahun,Tidak Terspesifikasi,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",24 days,1- 50 pekerja,Umum & Grosir,12000000.0,3,2-3,10 - 20 juta,6000000.0,200.0,6750000.0,177.78
17820,Graphic Designer,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Seni/Media/Komunikasi,Seni / Desain Kreatif",20 days,1- 50 pekerja,Pameran/Manajemen acara/PIKP,6000000.0,2,2-3,5 - 10 juta,6000000.0,100.0,6000000.0,100.0
17823,Front End Web Programmer,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",1 day,51 - 200 pekerja,Retail/Merchandise,6500000.0,2,2-3,5 - 10 juta,6000000.0,108.33,6000000.0,108.33
17830,CONTACT CENTER OPERATIONAL MANAGER,Semarang,IDR,Manajer/Asisten Manajer,2 tahun,Sarjana (S1),Penuh Waktu,"Pelayanan,Layanan Pelanggan",17 days,201 - 500 pekerja,Manajemen/Konsulting HR,10000000.0,2,2-3,10 - 20 juta,6000000.0,166.67,4100000.0,243.9
17837,Spv Accounting & Finance,Jakarta Utara,IDR,Supervisor/Koordinator,3 tahun,Tidak Terspesifikasi,Penuh Waktu,"Akuntansi / Keuangan,Keuangan / Investasi Perusahaan ",25 days,1- 50 pekerja,Umum & Grosir,5250000.0,3,2-3,5 - 10 juta,6000000.0,87.5,6000000.0,87.5
17838,Test Engineer,Bali,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",5 days,51 - 200 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),9500000.0,2,2-3,5 - 10 juta,6000000.0,158.33,6500000.0,146.15
17856,BANCASSURANCE SPECIALIST - DENPASAR,Bali,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,0 tahun,SMA/SMK,Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",7 days,2001 - 5000 pekerja,Asuransi,2600000.0,0,0-1,2 - 5 juta,4700000.0,55.32,6500000.0,40.0
17860,PERAWAT,Jakarta Barat,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,0 tahun,Diploma (D3/D4),Penuh Waktu,"Layanan Kesehatan,Praktisi/Asisten Medis",27 days,201 - 500 pekerja,Kesehatan/Medis,3500000.0,0,0-1,2 - 5 juta,4700000.0,74.47,6000000.0,58.33
